federal_account_symbol,account_title,agency,bureau
089-0243,"Other Defense Activities, Environmental and Other Defense Activities, Energy",Department of Energy,Environmental and Other Defense Activities
089-0244,"Defense Nuclear Waste Disposal, Environmental and Other Defense Activities, Energy",Department of Energy,Environmental and Other Defense Activities
089-0249,"Defense Environmental Services, Energy",Department of Energy,Capital Accounting Center
089-0250,"Non-Defense Site Acceleration Completion, Energy",Department of Energy,Capital Accounting Center
089-0251,"Defense Environmental Cleanup, Environmental and Other Defense Activities, Energy",Department of Energy,Environmental and Other Defense Activities
089-0253,"Defense Environmental Cleanup-Recovery Act, Environmental and Other Defense Activities, Energy",Department of Energy,Capital Accounting Center
089-0302,"Operation and Maintenance, Southeastern Power Administration, Power Marketing Administrations, Energy",Department of Energy,Power Marketing Administration
089-0303,"Operation and Maintenance, Southwestern Power Administration, Power Marketing Administrations, Energy",Department of Energy,Power Marketing Administration
089-0304,"Operation and Maintenance, Alaska Power Administration, Power Marketing Administration, Energy",Department of Energy,Capital Accounting Center
089-0309,"Defense Nuclear Nonproliferation, National Nuclear Security Administration, Energy",Department of Energy,National Nuclear Security Administration
089-0312,"Cerro Grande Fire Activities, Energy",Department of Energy,Capital Accounting Center
089-0313,"Federal Salaries and Expenses, National Nuclear Security Administration, Energy",Department of Energy,National Nuclear Security Administration
089-0314,"Naval Reactors, National Nuclear Security Administration, Energy",Department of Energy,National Nuclear Security Administration
089-0315,"Non-Defense Environmental Cleanup, Energy Programs, Energy",Department of Energy,Energy Programs
089-0318,"Electricity Delivery and Energy Reliability, Energy Programs, Energy",Department of Energy,Energy Programs
089-0318,"Electricity Delivery, Energy Programs, Energy",Department of Energy,Energy Programs
089-0318,"Electricity, Energy Programs, Energy",Department of Energy,Energy Programs
089-0319,"Nuclear Energy, Energy Programs, Energy",Department of Energy,Energy Programs
089-0320,"Legacy Management, Energy Programs, Energy",Department of Energy,Capital Accounting Center
089-0321,"Energy Efficiency and Renewable Energy, Energy Programs, Energy",Department of Energy,Energy Programs
089-0322,"Advanced Technology Vehicles Manufacturing Loan Program Account, Energy Programs, Energy",Department of Energy,Energy Programs
089-0322,"Advanced Technology Vehicles Manufacturing Loan Program, Energy Programs, Energy",Department of Energy,Energy Programs
089-0323,"Advanced Technology Vehicle Manufacturing Loan Program-Recovery Act, Energy",Department of Energy,Capital Accounting Center
089-0328,"Electricity Delivery and Energy Reliability-Recovery Act, Energy Programs, Energy",Department of Energy,Capital Accounting Center
089-0331,"Energy Efficiency and Renewable Energy-Recovery Act, Energy Programs, Energy",Department of Energy,Capital Accounting Center
089-0335,"Non-Defense Environmental Cleanup-Recovery Act, Energy Programs, Energy",Department of Energy,Capital Accounting Center
089-0336,"Energy Transformation Acceleration Fund - Recovery Act, Energy Programs, Energy",Department of Energy,Capital Accounting Center
089-0337,"Advanced Research Projects Agency-Energy, Energy Programs, Energy",Department of Energy,Energy Programs
089-0338,"Departmental Administration - Recovery Act, Energy Programs, Energy",Department of Energy,Capital Accounting Center
089-0339,"Other Defense Activities - Recovery Act, Environmental and Other Defense Activities, Energy",Department of Energy,Capital Accounting Center
089-0342,"Indian Energy Policy and Programs, Energy Programs, Energy",Department of Energy,Energy Programs
089-0342,"Office of Indian Energy Policy and Programs, Energy Programs, Energy",Department of Energy,Energy Programs
089-0346,"Technology Transitions, Energy Programs, Energy",Department of Energy,Energy Programs
089-0350,"Tribal Energy Loan Guarantee Program, Energy Programs, Energy",Department of Energy,Energy Programs
089-0360,"Defense Production Act, Energy Programs, Energy",Department of Energy,Energy Programs
089-2250,"Cybersecurity, Energy Security, and Emergency Response, Energy Programs, Energy",Department of Energy,Energy Programs
089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",Department of Energy,Energy Programs
089-2298,"National Energy Technology Laboratory Research and Development, Energy",Department of Energy,Energy Programs
089-2300,"Carbon Dioxide Transportation Infrastructure Finance and Innovation Program Account, Energy Programs, Energy",Department of Energy,Energy Programs
089-2301,"Grid Deployment, Energy Programs, Energy",Department of Energy,Energy Programs
089-2304,"Environmental Reviews, Energy Programs, Energy",Department of Energy,Energy Programs
089-2305,"Energy Projects, Energy Programs, Energy",Department of Energy,Energy Programs
089-2307,Transmission Facility Financing Program Account,Department of Energy,Energy Programs
089-4045,"Bonneville Power Administration Fund, Power Marketing Administration, Energy",Corps of Engineers,Reports and Analysis Office
089-4180,"Expenses, Isotope Production and Distribution Program Fund, Energy",Department of Energy,Capital Accounting Center
089-4380,"Transmission Facilitation Fund, Energy Programs, Energy",Department of Energy,Energy Programs
089-4397,"American Energy Independence Fund, Energy Programs, Energy",Department of Energy,Energy Programs
089-4404,"Western Area Power Administration, Borrowing Authority - Recovery Act, Energy",Department of Energy,Capital Accounting Center
089-4405,"Bonneville Power Administration Fund - Recovery Act, Power Marketing Administration, Energy",Department of Energy,Capital Accounting Center
089-4452,"Colorado River Basins Power Marketing Fund, Western Area Power Administration, Power Marketing Administration, Energy",Department of Energy,Capital Accounting Center
089-4563,"Working Capital Fund, Departmental Administration, Energy",Department of Energy,Capital Accounting Center
089-5068,"Construction, Rehabilitation, Operation, and Maintenance, Western Area Power Administration, Power Marketing Administration, Energy",Department of Energy,Power Marketing Administration
089-5069,"Emergency Fund, Western Area Power Administration, Power Marketing Administration, Energy",Department of Energy,Capital Accounting Center
089-5105,"Payment to States Under Federal Power Act, Energy",Department of Energy,Capital Accounting Center
089-5178,"Falcon and Amistad Operating and Maintenance Fund, Energy",Department of Energy,Capital Accounting Center
089-5180,"Alternative Fuels Production, Energy",Department of Energy,Capital Accounting Center
089-5226,"Uranium Supply and Enrichment Activities, Energy",Department of Energy,Capital Accounting Center
089-5227,"Nuclear Waste Disposal, Energy Programs, Energy",Department of Energy,Energy Programs
089-5228,"Departmental Administration, Energy",Department of Energy,Capital Accounting Center
089-5230,"Federal Energy Regulatory Commission, Energy",Department of Energy,Capital Accounting Center
089-5231,"Uranium Enrichment Decontamination and Decommissioning Fund, Energy Programs, Energy",Department of Energy,Energy Programs
089-5276,"SPR Operating Fund, Energy",Department of Energy,Capital Accounting Center
089-5289,"SPR Decommissioning Fund, Energy",Department of Energy,Capital Accounting Center
089-5369,"Northeast Home Heating Oil Reserve, Energy Programs, Energy",Department of Energy,Energy Programs
089-5428,"Elk Hills School Lands Fund, Energy Programs, Energy",Department of Energy,Energy Programs
089-5520,"Pajarito Plateau Homesteaders Compensation Fund, Energy",Department of Energy,Capital Accounting Center
089-5523,"Ultra-Deepwater and Unconventional Natural Gas and Other Petroleum Research Fund, Energy",Department of Energy,Capital Accounting Center
089-5530,"Sales of Uranium, Energy Programs, Energy",Department of Energy,Capital Accounting Center
